position,entropy_value
10085,1.58496
10086,1.58496
10087,1.58496
10088,1.58496
10089,1.58496
10090,2.32193
10091,1
10092,1.58496
10093,5
10094,1.37851
10095,0.485427
10096,0.137504
10097,0.0824622
10098,0.415037
10099,3.60881
10100,2
10101,0.70044
10102,1.89308
10103,0.398549
10104,2.62803
10105,0.736966
10106,2.32193
10107,0.584963
10108,3.70044
10109,1.32193
10110,3
10111,1
10112,0.807355
10113,0.584963
10114,0.354283
10115,0.629357
10116,2.66676
10117,2.32193
10118,2.63227
10119,1.12029
10120,2.97728
10121,0.321928
10122,1.1375
10123,3
10124,2.22239
10125,0.436099
10126,3.07039
10127,1.58496
10128,2.58496
10129,0.530515
10130,0.906891
10131,2.32193
10132,2
10133,1.58496
10134,2.26303
10135,2.80735
10136,1
10137,1.80735
10138,2
10139,1
10140,1.67807
10141,3.07039
10142,1.18763
10143,5.08746
10144,1.58496
10145,0.485427
10146,1.22239
10147,0.415037
10148,0.137504
10149,0.373458
10150,5.64746
10151,2.32193
10152,1.45943
10153,1
10154,0.0710831
10155,5.07325
10156,1.80735
10157,2.45943
10158,2
10159,0.736966
10160,2.58496
10161,1.58496
10162,3.16993
10163,1.58496
10164,2.19265
10165,0.36257
10166,0.736966
10167,2
10168,1.41504
10169,0.621488
10170,4.32193
10171,1.70044
10172,1.41504
10173,1.90689
10174,0.337035
10175,1.26303
10176,0.0962153
10177,5.33092
10178,2.80735
10179,1.58496
10180,1.58496
10181,3.58496
10182,1.58496
10183,1.58496
10184,1.58496
10185,1.58496
10186,2.80735
10187,1.58496
10188,1.58496
10189,1.58496
10190,2
10191,2.94753
10192,1.73697
10193,1
10194,4.02975
10195,2.32193
10196,1.58496
10197,1
10198,1.58496
10199,2
10200,1.58496
10201,1.58496
10202,5.50779
10203,2.32193
10204,1.22239
10205,2.16993
10206,0.415037
10207,0.415037
10208,0.415037
10209,0.275634
10210,1.77761
10211,3.38247
10212,3.08746
10213,2
10214,3.32193
10215,0.584963
10216,0.584963
10217,0.236067
10218,0.246161
10219,2.74723
10220,0.180572
10221,0.0759489
10222,0.373458
10223,5.47753
10224,0.378512
10225,0.584963
10226,2.70044
10227,0.823122
10228,0.874469
10229,0.120294
10230,0.402759
10231,4.34577
10232,0.736966
10233,2.58496
10234,1.58496
10235,2
10236,0.736966
10237,2.64386
10238,1
10239,2.5025
10240,0.36257
10241,1.10962
10242,0.929611
10243,2.52356
10244,0.584963
10245,4.61471
10246,1
10247,0.337035
10248,0.472753
10249,4.94642
10250,3
10251,3.75489
10252,0.736966
10253,5.12928
10254,1
10255,3.85798
10256,0.263034
10257,2.5656
10258,1.58496
10259,1.926
10260,1.41504
10261,0.398549
10262,0.306103
10263,3.02237
10264,4
10265,0.736966
10266,2.58496
10267,0.36257
10268,0.906891
10269,3.74416
10270,5.08746
10271,1.58496
10272,2.32193
10273,2.80735
10274,1.58496
10275,2.08746
10276,0.0995357
10277,0.121991
10278,0.825971
10279,3.38247
10280,0.938599
10281,0.584963
10282,4.80735
10283,1.58496
10284,1.58496
10285,0.415037
10286,0.206451
10287,0.206451
10288,2.16993
10289,0.584963
10290,3.32193
10291,2.32193
10292,1.58496
10293,0.584963
10294,1.20859
10295,2.96963
10296,1.45943
10297,0.160465
10298,7.33092
10299,2
10300,1.73697
10301,1.22239
10302,0.354283
10303,0.629357
10304,2.66676
10305,0.819428
10306,3.35755
10307,2.9386
10308,0.378512
10309,1.44057
10310,5.55459
10311,1.58496
10312,1.58496
10313,1.58496
10314,1
10315,2
10316,2.80735
10317,1
10318,0.137504
10319,0.85561
10320,5.47753
10321,0.378512
10322,2.16993
10323,0.36257
10324,4.32193
10325,2.32193
10326,2
10327,1.58496
10328,1.58496
10329,1.58496
10330,1.58496
10331,1.58496
10332,4.45943
10333,2.80735
10334,3.45943
10335,2.45943
10336,0.925999
10337,0.263034
10338,0.415037
10339,1.1375
10340,0.807355
10341,0.584963
10342,2.22239
10343,0.0687128
10344,3.19162
10345,0.465664
10346,0.662965
10347,0.606855
10348,3.41028
10349,1.39232
10350,2.80735
10351,3.58496
10352,1.77259
10353,1.80735
10354,4.30378
10355,1.45943
10356,2.22239
10357,2.58496
10358,1.078
10359,5.72792
10360,3.16993
10361,1.58496
10362,0.584963
10363,3.58496
10364,1.58496
10365,3.16993
10366,1.26303
10367,0.628031
10368,3.41504
10369,6.42626
10370,1.58496
10371,1
10372,1
10373,1
10374,2
10375,1.58496
10376,0.678072
10377,3.80735
10378,1.58496
10379,5.61471
10380,0.736966
10381,3
10382,2.58496
10383,1.58496
10384,1.58496
10385,2
10386,1.58496
10387,1.58496
10388,1.1375
10389,3
10390,1.58496
10391,1.58496
10392,2.80735
10393,1
10394,3.32193
10395,2
10396,1.58496
10397,0.736966
10398,0.584963
10399,1.32193
10400,0.584963
10401,3.32193
10402,1
10403,0.436099
10404,3.25634
10405,1.2854
10406,2.47805
10407,4.32193
10408,0.485427
10409,1.45943
10410,0.678072
10411,2
10412,0.584963
10413,6.33092
10414,0.459432
10415,0.70044
10416,4.52356
10417,1.41504
10418,1.32193
10419,0.120294
10420,0.402759
10421,0.504473
10422,2.86507
10423,2.16993
10424,3.58496
10425,1.48543
10426,0.180572
10427,0.263034
10428,4.70044
10429,1.58496
10430,1.58496
10431,0.807355
10432,1.28011
10433,4.52356
10434,1
10435,1
10436,2.45943
10437,1
10438,0.807355
10439,1.54889
10440,0.0894982
10441,3.11548
10442,2.32193
10443,2.58496
10444,0.371969
10445,3.9542
10446,1.58496
10447,0.652077
10448,3.32193
10449,0.736966
10450,1.1375
10451,3.32193
10452,3.41504
10453,0.263034
10454,2
10455,1.32193
10456,2
10457,0.736966
10458,3
10459,1
10460,0.234465
10461,1.7885
10462,2.87447
10463,4.16993
10464,1.19265
10465,0.823122
10466,0.354665
10467,4.97728
10468,1
10469,1
10470,2
10471,1.58496
10472,1.58496
10473,1.58496
10474,1.58496
10475,0.180572
10476,2.5025
10477,0.584963
10478,2.58496
10479,2.58496
10480,2.90689
10481,1
10482,1.45943
10483,0.584963
10484,0.321928
10485,2.66297
10486,1.32193
10487,1.32193
10488,1.32193
10489,0.584963
10490,0.514573
10491,0.652077
10492,4.75489
10493,2.58496
10494,1.58496
10495,1.58496
10496,0.192645
10497,4
10498,1.48543
10499,0.222392
10500,1.16993
10501,3.45943
10502,0.36257
10503,0.485427
10504,3.58496
10505,1.58496
10506,1.58496
10507,0.241008
10508,0.736966
10509,0.169925
10510,0.321928
10511,3.11548
10512,0.36257
10513,5.16993
10514,0.736966
10515,0.206451
10516,0.0421871
10517,4.22574
10518,3.58496
10519,1.80735
10520,1.67807
10521,3.64386
10522,1
10523,1
10524,2
10525,0.584963
10526,5.35755
10527,0.514573
10528,0.938599
10529,3.12338
10530,1.70044
10531,1
10532,1.70044
10533,1.74543
10534,3.48113
10535,0.765535
10536,0.280108
10537,0.0274807
10538,0.088409
10539,2.89239
10540,0.0194962
10541,4.65105
10542,0.103093
10543,0.206451
10544,0.0421871
10545,6.62167
10546,1.22239
10547,0.289507
10548,0.241008
10549,0.0874628
10550,3.32193
10551,2.80735
10552,2
10553,2
10554,0.263034
10555,0.736966
10556,0.83289
10557,6.40939
10558,2
10559,1.58496
10560,1.58496
10561,1.58496
10562,1.58496
10563,0.415037
10564,0.415037
10565,0.415037
10566,1
10567,0.222392
10568,4.70044
10569,3.16993
10570,0.736966
10571,0.807355
10572,0.415037
10573,3.45943
10574,2.58496
10575,2
10576,2
10577,0.584963
10578,1
10579,0.485427
10580,3.16993
10581,0.777608
10582,3.14296
10583,4.45943
10584,1.22239
10585,1.37851
10586,0.465664
10587,0.131245
10588,2.58496
10589,1.70044
10590,2
10591,0.447459
10592,0.454259
10593,0.383787
10594,3.11356
10595,2.65208
10596,0.807355
10597,3.45943
10598,2
10599,2.32193
10600,2.32193
10601,0.584963
10602,3.77259
10603,1
10604,0.321928
10605,4.03562
10606,0.289507
10607,1
10608,3.8365
10609,1.44361
10610,1.80735
10611,0.736966
10612,3.58496
10613,0.415037
10614,0.103093
10615,0.13245
10616,4.29974
10617,1.70782
10618,4.42626
10619,1
10620,2.58496
10621,1.58496
10622,1.58496
10623,2
10624,1.58496
10625,2
10626,2
10627,0.415037
10628,0.415037
10629,0.36257
10630,0.36257
10631,2.16993
10632,0.241008
10633,4.70044
10634,0.847997
10635,0.621488
10636,1.94877
10637,0.113657
10638,6
10639,2
10640,1.58496
10641,0.736966
10642,2.32193
10643,1.58496
10644,1
10645,1
10646,0.454259
10647,0.383787
10648,3.80162
10649,0.4975
10650,0.584963
10651,1
10652,0.266075
10653,0.33985
10654,2.5025
10655,0.206451
10656,0.29956
10657,0.245825
10658,3.26226
10659,5.39917
10660,1.32193
10661,0.321928
10662,0.295456
10663,0.473931
10664,3.39232
10665,2
10666,1.58496
10667,2
10668,0.584963
10669,3.77259
10670,1
10671,0.321928
10672,6.35755
10673,2
10674,1.58496
10675,1.58496
10676,1.58496
10677,2.32193
10678,2
10679,1.54749
10680,0.277534
10681,3.79008
10682,0.120294
10683,3.82782
10684,0.652077
10685,2.71621
10686,0.169925
10687,0.211504
10688,4.47573
10689,2.80735
10690,2.32193
10691,1.58496
10692,1.58496
10693,1.58496
10694,1
10695,2
10696,1.58496
10697,1.58496
10698,1.58496
10699,0.131245
10700,0.678072
10701,0.862496
10702,2.37851
10703,0.0655883
10704,4.77259
10705,1.58496
10706,1
10707,0.736966
10708,0.584963
10709,1
10710,2
10711,3.16993
10712,0.50696
10713,5.25334
10714,0.0931094
10715,0.338802
10716,1.82045
10717,0.0295948
10718,4.44478
10719,2.22239
10720,0.938599
10721,1.24793
10722,0.398549
10723,0.306103
10724,1.43741
10725,2.20945
10726,0.321928
10727,0.321928
10728,0.948775
10729,5.78213
10730,3.62449
10731,2.58496
10732,2.32193
10733,1.58496
10734,1
10735,0.241008
10736,0.222392
10737,0.947533
10738,4.48543
10739,0.222392
10740,0.584963
10741,2.28951
10742,3
10743,0.321928
10744,0.415037
10745,3.45943
10746,1.58496
10747,2
10748,4.32193
10749,1.58496
10750,2.53605
10751,0.777608
10752,1
10753,3.06609
10754,5.21917
10755,0.485427
10756,1.05063
10757,0.459432
10758,2.85798
10759,1.22239
10760,3
10761,1.58496
10762,0.485427
10763,0.415037
10764,0.652077
10765,4.24793
10766,1.58496
10767,1.58496
10768,4.61471
10769,0.334419
10770,0.584963
10771,3.37851
10772,3.73697
10773,2.32193
10774,0.263034
10775,0.0614005
10776,0.132104
10777,3.21723
10778,2.32193
10779,0.584963
10780,1.87447
10781,4.85798
10782,1.32193
10783,2
10784,1
10785,2.5025
10786,0.736966
10787,3
10788,2.32193
10789,3.45943
10790,1
10791,1.67807
10792,3.61471
10793,1.11548
10794,1.24793
10795,2.8365
10796,0.584963
10797,0.289507
10798,1.80735
10799,1.51457
10800,5.39232
10801,1.58496
10802,2.16993
10803,1
10804,1
10805,2
10806,1.58496
10807,1.58496
10808,0.415037
10809,6.33092
10810,1
10811,0.736966
10812,0.36257
10813,4.24793
10814,1.58496
10815,1.05445
10816,0.415037
10817,0.978305
10818,5.22882
10819,0.736966
10820,0.210218
10821,0.541241
10822,2.83067
10823,4.68012
10824,0.206451
10825,1.05063
10826,0.459432
10827,5.85798
10828,1.58496
10829,1.58496
10830,1.58496
10831,0.263034
10832,3.08746
10833,2
10834,1.58496
10835,4.30743
10836,3.54432
10837,2.58496
10838,2.80735
10839,0.432959
10840,0.137504
10841,0.169925
10842,0.176878
10843,5.64386
10844,1.70044
10845,0.36257
10846,1.48543
10847,0.169925
10848,3.1375
10849,0.807355
10850,3.58496
10851,0.192645
10852,0.0962153
10853,2.5025
10854,0.0721498
10855,0.100527
10856,0.13245
10857,3.69967
10858,0.773724
10859,1.23704
10860,7.43463
10861,1.078
10862,0.289507
10863,1.29546
10864,0.662965
10865,3.80735
10866,1.58496
10867,3.16993
10868,3.16993
10869,1
10870,1.58496
10871,1.32193
10872,3.32193
10873,0.678072
10874,4.4021
10875,3.16993
10876,1.22239
10877,2.16993
10878,3.62449
10879,2.70044
10880,3
10881,0.514573
10882,0.36257
10883,0.777608
10884,1.58496
10885,0.485427
10886,3.45943
10887,0.584963
10888,0.321928
10889,0.315502
10890,3.81592
10891,4.08746
10892,1
10893,2
10894,1.74543
10895,3.48113
10896,0.584963
10897,4
10898,2.11548
10899,0.736966
10900,3
10901,2.80735
10902,2
10903,2.32193
10904,3.48543
10905,2.80735
10906,1.58496
10907,0.485427
10908,0.0780025
10909,0.203533
10910,3.70044
10911,3.45943
10912,3.32193
10913,0.514573
10914,4.05063
10915,3.45943
10916,0.169925
10917,3.1375
10918,0.807355
10919,0.4975
10920,2.28011
10921,0.0614005
10922,0.0524674
10923,0.224706
10924,2.7318
10925,2.75291
10926,3.70044
10927,0.321928
10928,0.146841
10929,0.536053
10930,3.16993
10931,1.80735
10932,2
10933,1
10934,2.45943
10935,1.1375
10936,1.44746
10937,3.7866
10938,0.584963
10939,1.30812
10940,7.2854
10941,0.736966
10942,0.736966
10943,0.736966
10944,0.736966
10945,1.32193
10946,2
10947,3.32193
10948,2.1375
10949,0.874469
10950,1
10951,3.32193
10952,1
10953,3.45943
10954,0.485427
10955,0.321928
10956,0.231326
10957,3.5411
10958,3.04439
10959,0.152003
10960,0.125531
10961,0.0424353
10962,0.108524
10963,5.24793
10964,2.32193
10965,1.58496
10966,0.485427
10967,1.94753
10968,1
10969,3.32193
10970,3.16993
10971,2.58496
10972,1
10973,0.184425
10974,1.77761
10975,1.16993
10976,3.32193
10977,1
10978,3.58496
10979,0.736966
10980,1.80735
10981,0.415037
10982,1.45943
10983,2.58496
10984,2.32193
10985,1.58496
10986,1.58496
10987,1
10988,2
10989,1
10990,2.32193
10991,0.36257
10992,0.160465
10993,0.0421871
10994,3.26226
10995,4.39917
10996,0.584963
10997,0.125531
10998,4.27612
10999,0.263034
11000,0.530515
11001,3.45943
11002,1.80735
11003,2.9386
11004,1
11005,0.241008
11006,0.884523
11007,2.22239
11008,0.137504
11009,3.58496
11010,1
11011,2.1964
11012,0.834941
11013,4.15381
11014,1.18442
11015,0.36257
11016,3.73697
11017,0.736966
11018,1.32193
11019,1.12553
11020,0.2824
11021,0.925999
11022,3.55459
11023,0.584963
11024,1.09954
11025,2
11026,3.08746
11027,0.321928
11028,0.263034
11029,1.58496
11030,1.58496
11031,1.80735
11032,1.58496
11033,1
11034,0.584963
11035,4.75489
11036,1.58496
11037,2.32193
11038,2
11039,0.180572
11040,0.5025
11041,4.32193
11042,1.58496
11043,1
11044,5.1127
11045,1.44746
11046,0.447459
11047,0.509014
11048,0.0141442
11049,0.11211
11050,0.711755
11051,5.08746
11052,0.906891
11053,1.32193
11054,1.12029
11055,3.9542
11056,0.321928
11057,0.807355
11058,0.222392
11059,0.222392
11060,1.80735
11061,0.485427
11062,3.39232
11063,1
11064,1
11065,4.24793
11066,1
11067,2
11068,0.847997
11069,0.343954
11070,0.347923
11071,0.0995357
11072,0.0995357
11073,0.263034
11074,3.75489
11075,2
11076,1.58496
11077,2.32193
11078,0.289507
11079,0.0671142
11080,0.0421871
11081,3.62167
11082,2.03653
11083,2.20163
11084,2.45943
11085,0.341037
11086,4.08746
11087,1.58496
11088,1.58496
11089,0.341037
11090,2.152
11091,0.862496
11092,2.22239
11093,0.111031
11094,3.91886
11095,1
11096,0.253757
11097,3.77259
11098,3.32193
11099,2
11100,1.152
11101,2.43741
11102,2.80735
11103,1
11104,3
11105,1.58496
11106,1
11107,0.612977
11108,4.07936
11109,1.71621
11110,5.39232
11111,2.32193
11112,1
11113,2.32193
11114,1.58496
11115,2.58496
11116,1
11117,2.71621
11118,0.169925
11119,0.211504
11120,6.47573
11121,1.58496
11122,1.58496
11123,1.58496
11124,1.80735
11125,0.485427
11126,0.263034
11127,1.32193
11128,0.415037
11129,0.736966
11130,2.80735
11131,1.32193
11132,1.58496
11133,3.58496
11134,1.58496
11135,1.58496
11136,1.43296
11137,0.893085
11138,3.16993
11139,1.58496
11140,1
11141,0.415037
11142,2.80735
11143,3
11144,1.80735
11145,2.09516
11146,1.36257
11147,3.80735
11148,0.584963
11149,0.125531
11150,1.26303
11151,2.80735
11152,1
11153,0.736966
11154,2.88753
11155,2.02748
11156,2.90689
11157,1.1375
11158,1.80735
11159,0.736966
11160,4.24793
11161,2
11162,1.58496
11163,1.58496
11164,0.847997
11165,0.485427
11166,0.485427
11167,1.22239
11168,0.736966
11169,5.70044
11170,1.58496
11171,2.87447
11172,0.169925
11173,0.211504
11174,4.47573
11175,3
11176,1.58496
11177,0.206451
11178,2.51457
11179,0.584963
11180,1.41504
11181,3.16993
11182,2.58496
11183,0.347923
11184,5.41504
11185,3
11186,2.32193
11187,2
11188,0.241008
11189,0.241008
11190,3.80735
11191,1.58496
11192,1.58496
11193,1.58496
11194,3.39232
11195,2.32193
11196,1.58496
11197,3
11198,2
11199,1.58496
11200,0.954196
11201,0.4975
11202,1.24286
11203,4.51307
11204,1.73697
11205,1.37851
11206,1.44746
11207,2.63227
11208,0.485427
11209,3.52356
11210,1
11211,4.78136
11212,2
11213,1.58496
11214,2.32193
11215,1.58496
11216,2.07039
11217,2.80735
11218,1.58496
11219,2
11220,0.263034
11221,4.60486
11222,2.32193
11223,1.9386
11224,3.58496
11225,1.32193
11226,4.52356
11227,2.32193
11228,1.58496
11229,0.584963
11230,5.91886
11231,1
11232,0.415037
11233,0.125531
11234,5.52356
11235,1.58496
11236,1.58496
11237,1.58496
11238,1.58496
11239,1.58496
11240,0.0614005
11241,0.132104
11242,2.0156
11243,1.43296
11244,1.90689
11245,1.16993
11246,2.80735
11247,0.807355
11248,0.235628
11249,0.0749621
11250,0.128802
11251,2.78136
11252,0.0418202
11253,3.926
11254,1.58496
11255,0.222392
11256,0.0671142
11257,0.0529489
11258,3.51096
11259,0.612977
11260,2.98489
11261,4.82782
11262,1
11263,2.39232
11264,2.08746
11265,0.415037
11266,0.415037
11267,1.66297
11268,1.58496
11269,2.58496
11270,1.58496
11271,1.58496
11272,3.45943
11273,0.584963
11274,0.321928
11275,0.157541
11276,1.63227
11277,0.222392
11278,3.32193
11279,0.777608
11280,3.14296
11281,4.45943
11282,0.415037
11283,0.584963
11284,0.0529489
11285,2.83289
11286,1.3356
11287,3.12928
11288,0.544321
11289,0.0480943
11290,0.0274807
11291,0.088409
11292,0.796467
11293,3.80339
11294,0.628031
11295,0.710493
11296,4.82782
11297,0.304855
11298,4.32193
11299,2.80735
11300,0.584963
11301,0.584963
11302,2.58496
11303,3.58496
11304,1.58496
11305,1.58496
11306,1.58496
11307,2.45943
11308,3.16993
11309,1
11310,3.58496
11311,1.58496
11312,1.58496
11313,1.58496
11314,0.113657
11315,4.41504
11316,2.58496
11317,1
11318,0.415037
11319,0.440573
11320,4.75489
11321,0.943416
11322,2.53605
11323,0.584963
11324,0.234465
11325,1.54749
11326,0.160465
11327,5.45943
11328,1.58496
11329,3.90689
11330,1.58496
11331,0.874469
11332,0.347923
11333,0.180572
11334,0.5025
11335,3.32193
11336,1
11337,2.32193
11338,0.263034
11339,0.768184
11340,2.1375
11341,0.280108
11342,0.540568
11343,2.77259
11344,0.180572
11345,3.64386
11346,1.87447
11347,3.77259
11348,2.58496
11349,3.45943
11350,1.58496
11351,0.966833
11352,0.884523
11353,3.90689
11354,1.58496
11355,1.58496
11356,1.51457
11357,0.206451
11358,0.206451
11359,0.169925
11360,3.24793
11361,1
11362,0.263034
11363,1.70044
11364,0.0248747
11365,5.45943
11366,0.459432
11367,2.96347
11368,3.32193
11369,1.1304
11370,1.49185
11371,0.152003
11372,1.32193
11373,3.45943
11374,0.584963
11375,3
11376,1.58496
11377,1.58496
11378,2.32193
11379,0.289507
11380,1
11381,0.245825
11382,3.69967
11383,3.06496
11384,3.11548
11385,0.584963
11386,0.234465
11387,1.7885
11388,4.45943
11389,1.58496
11390,1.58496
11391,0.736966
11392,0.485427
11393,0.485427
11394,0.485427
11395,1.22239
11396,5.40372
11397,1.80735
11398,2.58496
11399,1
11400,1.11548
11401,0.621488
11402,0.29956
11403,0.906891
11404,2.77259
11405,0.180572
11406,3.05889
11407,1.1375
11408,2.76081
11409,4.70044
11410,1.58496
11411,1.58496
11412,1.58496
11413,1.58496
11414,1.58496
11415,3
11416,2
11417,1
11418,0.263034
11419,0.211504
11420,4.35755
11421,1.80735
11422,1.16993
11423,0.712198
11424,1.07923
11425,0.356144
11426,2.60881
11427,2.16993
11428,2.5025
11429,1.43296
11430,5.33985
11431,0.485427
11432,0.485427
11433,2.80735
11434,1.58496
11435,1.58496
11436,1.58496
11437,2.32193
11438,1.58496
11439,2
11440,0.793549
11441,3.16993
11442,2.32193
11443,1
11444,1.34104
11445,0.134301
11446,0.0687128
11447,0.569366
11448,0.584963
11449,5.08746
11450,1.58496
11451,1.58496
11452,1.58496
11453,1.58496
11454,1.58496
11455,1.58496
11456,1.58496
11457,1.58496
11458,1
11459,0.180572
11460,0.387023
11461,0.206451
11462,1.66297
11463,1.80735
11464,4.08746
11465,2
11466,1.58496
11467,1.58496
11468,0.514573
11469,3.70044
11470,1.58496
11471,2.80735
11472,0.736966
11473,0.280108
11474,2.87447
11475,0.514573
11476,0.652077
11477,3.90689
11478,1.58496
11479,0.847997
11480,0.160465
11481,5.36632
11482,1
11483,1.03562
11484,0.0931094
11485,1.83289
11486,0.0874628
11487,0.646363
11488,4.64386
11489,1.32193
11490,0.621488
11491,5
11492,0.765535
11493,0.552541
11494,1.19931
11495,2.33342
11496,3.90689
11497,2.32193
11498,1.58496
11499,1.58496
11500,1
11501,1
11502,0.440573
11503,1.18442
11504,0.241008
11505,0.556393
11506,1.04891
11507,3.8437
11508,0.874469
11509,1.89308
11510,3.32193
11511,0.111031
11512,4.08746
11513,0.514573
11514,3.32193
11515,0.736966
11516,0.736966
11517,0.678072
11518,2.58496
11519,3.45943
11520,2.80735
11521,2.32193
11522,1.58496
11523,1.58496
11524,1.58496
11525,0.584963
11526,0.0614005
11527,1.57424
11528,2.24005
11529,2.078
11530,0.152003
11531,4.97728
11532,2.32193
11533,0.304855
11534,0.139725
11535,0.040642
11536,1.89691
11537,2.5025
11538,0.0848889
11539,3.05889
11540,1.40439
11541,6.09803
11542,0.485427
11543,0.343954
11544,0.347923
11545,0.0995357
11546,0.0995357
11547,0.263034
11548,2.16993
11549,0.678072
11550,3.16993
11551,0.514573
11552,3.37851
11553,3.66297
11554,1.90689
11555,1
11556,0.36257
11557,0.36257
11558,0.36257
11559,0.584963
11560,1.94753
11561,5.24793
11562,2
11563,1.58496
11564,3.28011
11565,4
11566,0.36257
11567,2.58496
11568,2
11569,1.58496
11570,1.58496
11571,0.192645
11572,0.180572
11573,0.0931094
11574,0.273018
11575,0.230006
11576,5.97154
11577,2.32193
11578,1
11579,0.415037
11580,0.440573
11581,3.43296
11582,0.777608
11583,0.76184
11584,4.39232
11585,0.765535
11586,2.45943
11587,0.146841
11588,0.431716
11589,3.35364
11590,4.24793
11591,2
11592,1
11593,4
11594,2
11595,1.41504
11596,1.56478
11597,0.373458
11598,0.0951572
11599,0.643856
11600,0.750022
11601,4.08746
11602,2.32193
11603,2
11604,1.80735
11605,1
11606,2
11607,1.58496
11608,1.58496
11609,0.736966
11610,1.22239
11611,0.736966
11612,2.80735
11613,2
11614,1.58496
11615,4.61471
11616,3.36923
11617,0.736966
11618,0.321928
11619,0.289507
11620,0.289507
11621,0.584963
11622,3.32193
11623,3.16993
11624,1.58496
11625,1.58496
11626,1
11627,1
11628,0.485427
11629,0.485427
11630,0.125531
11631,0.125531
11632,2.03562
11633,0.0194962
11634,3.19162
11635,0.465664
11636,5.24793
11637,1.58496
11638,0.485427
11639,2.80735
11640,0.415037
11641,1.67807
11642,2.70044
11643,0.263034
11644,2.80735
11645,0.866733
11646,0.600904
11647,0.387661
11648,2.49923
11649,1.49476
11650,3.39232
11651,1.37851
11652,0.0480943
11653,0.0274807
11654,0.088409
11655,0.796467
11656,6.1819
11657,0.678072
11658,1.41504
11659,2.73697
11660,0.222392
11661,0.222392
11662,0.321928
11663,1.58496
11664,1.41504
11665,0.736966
11666,4.70044
11667,1.58496
11668,3.16993
11669,1.58496
11670,2
11671,1.58496
11672,1.41504
11673,2
11674,0.736966
11675,1.32193
11676,0.36257
11677,1.90689
11678,1
11679,3.93074
11680,2
11681,1.67807
11682,4.61471
11683,2.58496
11684,1
11685,0.321928
11686,0.192645
11687,0.830075
11688,1.16993
11689,2.66297
11690,1.58496
11691,2.95936
11692,2.23266
11693,1.03103
11694,4.53916
11695,0.954196
11696,0.321928
11697,0.275634
11698,0.111031
11699,0.111031
11700,0.63743
11701,1.91754
11702,0.0194962
11703,3.8437
11704,2.45943
11705,1.45943
11706,0.440573
11707,0.547488
11708,0.343954
11709,1.85561
11710,1.22239
11711,3.41504
11712,0.796467
11713,2.24101
11714,0.0931094
11715,0.802554
11716,0.707819
11717,5.52356
11718,2
11719,1.58496
11720,1.58496
11721,0.415037
11722,3
11723,1.58496
11724,1.58496
11725,1.32193
11726,0.917538
11727,4.24793
11728,1.62803
11729,3.30117
11730,1.8625
11731,1.12928
11732,2.5502
11733,0.0759489
11734,1.11548
11735,1.152
11736,5.08746
11737,1.58496
11738,1.58496
11739,0.289507
11740,1
11741,1.58496
11742,0.917538
11743,0.807355
11744,6.91886
11745,2.11548
11746,2.32193
11747,1
11748,0.736966
11749,0.736966
11750,0.584963
11751,0.584963
11752,0.584963
11753,0.584963
11754,2.58496
11755,1
11756,2
11757,1.58496
11758,3.32193
11759,0.736966
11760,4.89077
11761,0.530515
11762,0.137504
11763,0.565597
11764,2.16993
11765,1
11766,0.584963
11767,0.584963
11768,0.197037
11769,0.140863
11770,0.106915
11771,2.04182
11772,6.1819
11773,0.36257
11774,0.321928
11775,4.90689
11776,1.58496
11777,2
11778,2.90689
11779,1
11780,1
11781,3.16993
11782,2.32193
11783,1.32193
11784,1.51457
11785,0.201634
11786,4.7761
11787,1.63227
11788,0.192645
11789,4.30743
11790,0.447459
11791,1.03562
11792,0.0931094
11793,1.83289
11794,0.0874628
11795,1.848
11796,0.263034
11797,2.67807
11798,0.0565835
11799,0.106915
11800,0.0421871
11801,9.28463
11802,2.32193
11803,1.58496
11804,1.58496
11805,1.32193
11806,1
11807,2
11808,1.58496
11809,1
11810,0.584963
11811,3.41028
11812,1.39232
11813,3.22239
11814,0.584963
11815,0.658963
11816,2.8365
11817,0.584963
11818,0.289507
11819,3.39232
11820,1.32193
11821,0.847997
11822,0.415037
11823,0.0141442
11824,0.11211
11825,0.711755
11826,1.76553
11827,2.80735
11828,0.347923
11829,3.09311
11830,1.926
11831,3.58496
11832,2
11833,0.584963
11834,1.58496
11835,0.736966
11836,2.32193
11837,1
11838,1.85798
11839,3.88264
11840,1.078
11841,0.514573
11842,0.263034
11843,0.628031
11844,2.11548
11845,2.32193
11846,1.58496
11847,2
11848,3.16993
11849,1.58496
11850,1.58496
11851,1.58496
11852,3.58496
11853,1.58496
11854,1.58496
11855,1.58496
11856,2.32193
11857,1.58496
11858,2.19265
11859,0.815575
11860,1.42884
11861,1.80735
11862,1.5025
11863,0.36257
11864,0.206451
11865,0.623146
11866,0.678072
11867,3.91886
11868,1.41504
11869,0.192645
11870,4.82443
11871,1.37851
11872,0.685891
11873,0.969626
11874,0.4975
11875,1.50589
11876,0.604071
11877,4.96963
11878,1.1375
11879,0.311944
11880,6.02237
11881,1.58496
11882,1
11883,0.584963
11884,2.66297
11885,0.206451
11886,2.41504
11887,1.80735
11888,0.0641303
11889,3.26303
11890,0.415037
11891,0.459432
11892,1.94877
11893,0.113657
11894,3
11895,0.192645
11896,0.621488
11897,4.76939
11898,0.0295948
11899,3.29278
11900,0.584963
11901,3.20163
11902,3.58496
11903,0.5025
11904,3.16993
