position,entropy_value
15416,2.41343
15417,4.09162
15418,2.45943
15419,1.34143
15420,4.55278
15421,1.64268
15422,2.21491
15423,4.42096
15424,1.4361
15425,0.722466
15426,1.44854
15427,2.20062
15428,3.63921
15429,1.01902
15430,2.13707
15431,7.29692
15432,1.70044
15433,3.72792
15434,1.59282
15435,1.65208
15436,2.12477
15437,3.87213
15438,0.742202
15439,3.59246
15440,0.148099
15441,1.30968
15442,2.29624
15443,0.302361
15444,3.87774
15445,2.33673
15446,0.0207586
15447,4.92515
15448,0.00784075
15449,0.155754
15450,0.393772
15451,3.68909
15452,2.45943
15453,1.34143
15454,3.11668
15455,6.12516
15456,2.48829
15457,0.342543
15458,4.78136
15459,1.76155
15460,1.9535
15461,8.17326
15462,4.08746
15463,4.70044
15464,1.58496
15465,2.16789
15466,2.37255
15467,4.16725
15468,4.67596
15469,2.14975
15470,5.30378
15471,2.76553
15472,2.0174
15473,2.24393
15474,5.15381
15475,3
15476,0.716207
15477,0.133267
15478,1.42545
15479,0.990002
15480,3.71621
15481,1.60257
15482,0.935727
15483,0.422172
15484,3.92811
15485,1.558
15486,1.60486
15487,0.756957
15488,1.08746
15489,2.90951
15490,0.751763
15491,3.3146
15492,2.41028
15493,1.52607
15494,0.138828
15495,0.261775
15496,0.806149
15497,4.29855
15498,0.90783
15499,1.23087
15500,2.77761
15501,1.61099
15502,0.825832
15503,1.99694
15504,3.03427
15505,1.45418
15506,1.83132
15507,4.48252
15508,2.72403
15509,2.0174
15510,2.24393
15511,7.47573
15512,1.58496
15513,2
15514,1.58496
15515,1.58496
15516,4.91886
15517,1.45066
15518,4.47573
15519,1
15520,4.0199
15521,2.48966
15522,0.0207586
15523,4
15524,5
15525,0.281182
15526,0.0462937
15527,1.90304
15528,2.92811
15529,1.15863
15530,5.59352
15531,2.66297
15532,2.2115
15533,2.12199
15534,1.71621
15535,1.09351
15536,5.59352
15537,4.66297
15538,2.87447
15539,2.62449
15540,1
15541,2.03242
15542,5.08746
15543,1.52356
15544,1.95195
15545,4.5325
15546,1.848
15547,0.485427
15548,0.932886
15549,1.68049
15550,0.481709
15551,3.34815
15552,3.11746
15553,5.43879
15554,5.26679
15555,1.32193
15556,1
15557,7.68182
15558,1.848
15559,0.436099
15560,4.15393
15561,3.11654
15562,0.0931094
15563,2.67243
15564,2.56743
15565,0.716467
15566,6.86542
15567,3.41504
15568,1.87447
15569,0.289507
15570,0.736966
15571,1.58496
15572,3.75489
15573,2.52356
15574,2.10434
15575,3.02046
15576,2.51362
15577,4.13465
15578,3.12928
15579,0.199309
15580,4.41504
15581,2.34013
15582,0.825832
15583,2.64118
15584,1.83202
15585,3.61599
15586,1.52838
15587,1.68049
15588,0.481709
15589,4.15393
15590,2.70846
15591,0.0207586
15592,6.75702
15593,2.90689
15594,3.41504
15595,1.16993
15596,2.6452
15597,4.60288
15598,2
15599,2.25239
15600,2.82912
15601,0.795859
15602,0.570316
15603,0.75743
15604,0.704993
15605,6.61839
15606,1.42626
15607,1.95195
15608,1.81629
15609,2.95217
15610,0.103093
15611,3.0681
15612,1.71621
15613,0.617384
15614,3.47449
15615,2.03562
15616,2.38187
15617,1.1669
15618,0.349942
15619,0.617913
15620,5.43741
15621,1.04264
15622,5.03427
15623,0.889817
15624,4.13516
15625,1.56478
15626,3.85722
15627,3.35252
15628,0.537028
15629,2.06289
15630,4.10591
15631,1.07959
15632,0.885468
15633,6.89482
15634,4.34577
15635,2.44746
15636,1.90689
15637,1.58496
15638,2.10434
15639,3.02046
15640,6.17659
15641,5.64386
15642,1.26303
15643,0.14439
15644,4.36632
15645,4.03395
15646,1.70044
15647,1.08746
15648,1.23447
15649,1.47032
15650,2.54331
15651,1.59048
15652,0.831602
15653,4.56799
15654,1.4911
15655,1.47468
15656,1.22081
15657,2.30313
15658,2.61948
15659,0.601706
15660,5.59352
15661,1.16046
15662,3.52526
15663,1.58496
15664,2.44057
15665,2.54189
15666,0.453366
15667,6.52356
15668,0.180572
15669,1.95195
15670,4.5325
15671,1.848
15672,0.485427
15673,0.932886
15674,1.68049
15675,0.481709
15676,3.95853
15677,1.01815
15678,8.04439
15679,0.36257
15680,2.05063
15681,0.906891
15682,3.51493
15683,2.34013
15684,2.81502
15685,1.93289
15686,1.10434
15687,1.48543
15688,3.44361
15689,0.505966
15690,4.22157
15691,1.92034
15692,1.75933
15693,4.28735
15694,5.23704
15695,3.7318
15696,1.84022
15697,3.56768
15698,2.37197
15699,3.02046
15700,6.17659
15701,3.64386
15702,0.459432
15703,0.302563
15704,3.91561
15705,2.75743
15706,1.80735
15707,2.45275
15708,0.848858
15709,2.95087
15710,3.24998
15711,1.73835
15712,0.310788
15713,1.57531
15714,0.901596
15715,1.9535
15716,2.95087
15717,1.3614
15718,3.73831
15719,0.965235
15720,0.328623
15721,0.183514
15722,0.945237
15723,1.75899
15724,4.86824
15725,1.926
15726,5.94544
15727,0.514573
15728,1
15729,3.32193
15730,0.289507
15731,2.75682
15732,3.07325
15733,0.446064
15734,0.436864
15735,2.20537
15736,0.302361
15737,4.02975
15738,1.60257
15739,0.935727
15740,0.422172
15741,5.7761
15742,2.16993
15743,1.1375
15744,0.0634254
15745,1.58496
15746,1
15747,4.33985
15748,1.28912
15749,1.65232
15750,1.58996
15751,1.41504
15752,0.617913
15753,3.43741
15754,1.22842
15755,4.32558
15756,1.09592
15757,3.06547
15758,0.847997
15759,1.55254
15760,7.59246
15761,0.211504
15762,4.04439
15763,3.9386
15764,4.08746
15765,3.45943
15766,1.58496
15767,1
15768,0.203163
15769,3.34815
15770,3.55558
15771,2.15407
15772,2.21586
15773,0.331206
15774,0.703868
15775,2.87184
15776,1.09774
15777,1.30968
15778,2.29624
15779,0.302361
15780,2.80735
15781,1.73755
15782,7.67243
15783,1.8365
15784,1.36923
15785,0.321928
15786,3.73835
15787,1.41504
15788,1.37707
15789,4.95287
15790,1.64268
15791,1.9254
15792,6.35315
15793,3.42626
15794,0.807355
15795,4.65821
15796,0.584963
15797,4.48543
15798,2.19033
15799,8.01959
15800,1.58496
15801,0.180572
15802,4.36632
15803,1.98332
15804,0.699421
15805,2.30778
15806,1.53504
15807,0.302029
15808,3.24236
15809,1.59048
15810,0.831602
15811,4
15812,2.03653
15813,3.42626
15814,0.646363
15815,2.80735
15816,1.94996
15817,1.35576
15818,0.822213
15819,3.59352
15820,2.34013
15821,2.34973
15822,1.83588
15823,3.13516
15824,2.45943
15825,1.45251
15826,6.15482
15827,4.52356
15828,1.58496
15829,0.736966
15830,7.88264
15831,1.33298
15832,0.830075
15833,2.078
15834,1.09311
15835,3.17255
15836,2.85798
15837,2.61813
15838,1.86673
15839,3.20945
15840,1.37851
15841,3.63826
15842,5.25424
15843,1.48875
15844,0.89812
15845,2.53605
15846,2.2115
15847,1.24166
15848,0.806149
15849,2.82051
15850,1.73755
15851,5.89482
15852,2.25987
15853,3.24793
15854,1
15855,0.777608
15856,2.48543
15857,3.83237
15858,1.51694
15859,3.70423
15860,1.03125
15861,4.99525
15862,1.76155
15863,6.43463
15864,2.80735
15865,0.415037
15866,3.5025
15867,4.12928
15868,0.281182
15869,0.0462937
15870,1.90304
15871,0.794251
15872,7.3015
15873,2.11548
15874,2.32193
15875,1.58496
15876,3.39232
15877,2.46919
15878,3.23095
15879,6.45943
15880,4.26303
15881,1.91754
15882,1.078
15883,2.14951
15884,0.00391505
15885,0.155754
15886,0.393772
15887,2.80373
15888,4.39013
15889,2
15890,3.5325
15891,4.67243
15892,1.86507
15893,4.2854
15894,4.11548
15895,3.58496
15896,0.807355
15897,0.436864
15898,3.81203
15899,3.22239
15900,2.35755
15901,2.58496
15902,1.3614
15903,4.98793
15904,3.25726
15905,4.31249
15906,1.09954
15907,4.60486
15908,0.838249
15909,2.10794
15910,5.04439
15911,1.31451
15912,1.44854
15913,4.56986
15914,3.29546
15915,0.965235
15916,0.0450879
15917,0.415037
15918,4.66297
15919,1.59242
15920,1.60486
15921,1.32524
15922,0.615082
15923,2.95087
15924,1.3614
15925,4.83592
15926,3.24998
15927,1.73835
15928,0.310788
15929,1.57531
15930,0.901596
15931,2.12477
15932,3.87213
15933,0.742202
15934,2.59246
15935,1.28951
15936,0.885468
15937,4.16301
15938,1.59242
15939,5.90032
15940,1.926
15941,1.76553
15942,1.16993
15943,0.831303
15944,3.49399
15945,3.10038
15946,2.52356
15947,1.73207
15948,0.263034
15949,1.54649
15950,1.80735
15951,1.87368
15952,3.7039
15953,0.797434
15954,1.23087
15955,2.30151
15956,6.19749
15957,1.37346
15958,3.34577
15959,4.70044
15960,2.29662
15961,2.71049
15962,3
15963,3.58496
15964,0.847997
15965,0.379346
15966,0.828145
15967,6.68299
15968,0.398549
15969,2.60543
15970,0.567685
15971,2.80735
15972,1.07595
15973,2.27302
15974,3.20945
15975,4.10492
15976,0.680243
15977,1.30968
15978,0.879879
15979,3.7479
15980,2.47805
15981,4.67243
15982,0.866733
15983,1.59881
15984,3.2755
15985,0.448521
15986,3.51493
15987,1.05063
15988,3.21715
15989,3.15796
15990,2.52356
15991,1.73207
15992,0.263034
15993,1.84022
15994,1.85148
15995,6.82972
15996,0.36257
15997,3.97728
15998,0.247928
15999,5.68182
16000,0.459432
16001,1.24793
16002,0.321928
16003,1.81237
16004,1.85914
16005,2.88858
16006,2.25457
16007,2.7881
16008,0.716467
16009,5.72792
16010,3.1788
16011,1.40599
16012,1
16013,2.84435
16014,2.26589
16015,0.910019
16016,2.19775
16017,0.00391505
16018,0.155754
16019,0.393772
16020,4.27405
16021,2.18154
16022,1.02985
16023,1.37046
16024,2.45438
16025,3.20511
16026,4.16993
16027,4.18322
16028,3.90689
16029,2.32193
16030,2
16031,1
16032,3.14839
16033,2.45438
16034,3.20511
16035,1.94753
16036,3.15622
16037,2.88958
16038,2.52356
16039,1.73207
16040,0.263034
16041,1.54649
16042,2.97728
16043,2.70044
16044,1.62149
16045,0.408859
16046,0.945237
16047,1.75899
16048,4.81933
16049,2.45943
16050,3.3339
16051,0.885829
16052,1.44846
16053,0.120294
16054,2.49185
16055,2.30189
16056,0.831557
16057,2.45582
16058,4.14393
16059,0.943416
16060,3.6893
16061,1.66297
16062,1.63294
16063,2.11548
16064,3.18154
16065,3.48894
16066,0.518754
16067,4.28046
16068,1.57268
16069,2.98813
16070,0.596103
16071,1.12399
16072,5.26411
16073,3.37197
16074,3.1565
16075,0.628031
16076,1.16993
16077,0.125531
16078,1.44854
16079,2.60023
16080,0.505966
16081,9.18735
16082,0.395929
16083,0.100694
16084,0.415037
16085,0.102362
16086,0.398549
16087,1.59495
16088,3.79735
16089,2.40411
16090,2.51362
16091,5.48829
16092,0.387023
16093,0.436864
16094,0.543543
16095,5.10154
16096,1.03477
16097,4.03427
16098,1
16099,0.938599
16100,1.69032
16101,3.83112
16102,1.74024
16103,2.53605
16104,3.50462
16105,2.47892
16106,0.848858
16107,4.14351
16108,1.08447
16109,1.2305
16110,0.803904
16111,0.342543
16112,2.57191
16113,1.06711
16114,2.09326
16115,3.2082
16116,0.160093
16117,3.22687
16118,3.05491
16119,1.65605
16120,2.8365
16121,4.80735
16122,2.16581
16123,0.0577155
16124,0.643856
16125,7.83605
16126,1.61143
16127,0.831557
16128,7.41665
16129,0.160465
16130,0.169925
16131,0.201882
16132,3.7645
16133,2.96782
16134,2.926
16135,3.1247
16136,5.03034
16137,0.0272215
16138,0.843274
16139,4.52633
16140,1.87447
16141,1.68049
16142,0.481709
16143,4.36717
16144,1.88897
16145,0.328623
16146,0.183514
16147,0.945237
16148,2.14785
16149,0.941732
16150,5.31159
16151,0.607261
16152,5.13271
16153,1.22239
16154,1.91754
16155,1.23491
16156,3.38348
16157,2.40411
16158,2.51362
16159,3.19878
16160,0.0227201
16161,0.198884
16162,3.96248
16163,0.074547
16164,4.13081
16165,3.46597
16166,0.0207586
16167,3.49399
16168,4.38049
16169,3.88042
16170,1.44057
16171,4.36257
16172,0.514573
16173,0.739291
16174,2.30313
16175,2.61948
16176,0.601706
16177,4
16178,8.90689
16179,1.58496
16180,1.58496
16181,4.16993
16182,2.45943
16183,1.09351
16184,6.64599
16185,3.36257
16186,1.58496
16187,0.180572
16188,1.30485
16189,0.791413
16190,1.59495
16191,1.82081
16192,0.831557
16193,2.45582
16194,4.14393
16195,0.943416
16196,3.6893
16197,1.88753
16198,1.922
16199,5.45943
16200,0.206451
16201,1.45457
16202,2.20294
16203,2.07529
16204,1.70314
16205,4.18239
16206,1.39232
16207,2.26872
16208,3.48894
16209,0.518754
16210,4.26849
16211,1.60901
16212,1.2305
16213,0.803904
16214,0.342543
16215,2.63161
16216,0.505966
16217,8.01743
16218,3.54432
16219,2.90689
16220,1
16221,4.2854
16222,1.77529
16223,2.40411
16224,7.76155
16225,2.32193
16226,2.32193
16227,1.32193
16228,0.893085
16229,2.0174
16230,4.40439
16231,5.64386
16232,1.22239
16233,0.270089
16234,4.13469
16235,1.95167
16236,0.935727
16237,0.422172
16238,4.12841
16239,6.39232
16240,1.21412
16241,0.917538
16242,5.58496
16243,1.39855
16244,3.41653
16245,2.22687
16246,0.809569
16247,8.10591
16248,1.18763
16249,4.98868
16250,0.985786
16251,3.85722
16252,2.40498
16253,3.16993
16254,2.7866
16255,4.18587
16256,1.88042
16257,6.14975
16258,1.58496
16259,0.206451
16260,0.765535
16261,2.12553
16262,2.00765
16263,1.84583
16264,4.26303
16265,2.28061
16266,2.73039
16267,0.364572
16268,2.03242
16269,3.49517
16270,1.9349
16271,1.59704
16272,3.28898
16273,1.39132
16274,7.89482
16275,5.2854
16276,1.66297
16277,3.03562
16278,3.34239
16279,1.27009
16280,3.29975
16281,1.01683
16282,3.25944
16283,3.52026
16284,3.16993
16285,5.37156
16286,3.64386
16287,3.70044
16288,3.45943
16289,1.58496
16290,2
16291,1.28011
16292,2.80735
16293,1.07595
16294,2.39855
16295,2.11548
16296,0.790182
16297,4.81103
16298,1.361
16299,1.80735
16300,0.111031
16301,0.127379
16302,0.600904
16303,1.18322
16304,3.34136
16305,3.29915
16306,2.52356
16307,1.73207
16308,0.263034
16309,1.54649
16310,2.97728
16311,2.70044
16312,1.62149
16313,0.408859
16314,0.945237
16315,7.09686
16316,0.584963
16317,4.90689
16318,1.48543
16319,0.453718
16320,0.0458037
16321,0.142294
16322,2.8842
16323,0.754348
16324,2.45291
16325,0.451585
16326,4.57422
16327,1.59242
16328,1.60486
16329,1.32524
16330,0.615082
16331,2.95087
16332,1.3614
16333,3.90992
16334,2.92283
16335,1.64677
16336,1.02697
16337,3.73039
16338,0.968598
16339,1.30968
16340,2.82912
16341,0.795859
16342,0.570316
16343,0.75743
16344,3.03684
16345,0.146841
16346,3.54432
16347,3.1375
16348,3.16993
16349,0.736966
16350,0.584963
16351,0.0730635
16352,0.237283
16353,2.62803
16354,1.01465
16355,0.885468
16356,6.38024
16357,2.75899
16358,1.40372
16359,0.494765
16360,3.22005
16361,2.07682
16362,4.22157
16363,1.92034
16364,6.53694
16365,0.893085
16366,0.436099
16367,7.86542
16368,0.943416
16369,0.343699
16370,3.26394
16371,2.9098
16372,2.0494
16373,1.39414
16374,4.08746
16375,2.25815
16376,0.739291
16377,0.945237
16378,2.63016
16379,2.62882
16380,0.0335526
16381,0.198884
16382,0.201882
16383,3.7645
16384,4.24793
16385,2.63631
16386,1.82798
16387,1.02985
16388,1.89047
16389,1.13362
16390,3.08215
16391,1.98765
16392,0.825832
16393,1.99694
16394,1.37716
16395,3.12631
16396,9.80574
16397,0.678072
16398,3.32193
16399,0.547488
16400,0.400213
16401,1.18322
16402,6.90207
16403,0.786596
16404,3.61298
16405,2.66297
16406,0.883082
16407,3.43582
16408,2.08092
16409,0.459432
16410,3.40599
16411,3.1375
16412,3.16993
16413,0.736966
16414,0.584963
16415,0.0730635
16416,0.237283
16417,4.14886
16418,0.869468
16419,1.922
16420,2.4926
16421,1.62619
16422,4.97728
16423,2.85798
16424,1.77761
16425,1.8413
16426,3.48997
16427,2.26935
16428,4.34873
16429,0.10188
16430,3.90689
16431,1.4245
16432,2.49338
16433,0.451585
16434,3.20945
16435,9.62936
16436,1.58496
16437,3.45943
16438,0.0730635
16439,0.237283
16440,3.67243
16441,0.790182
16442,4.64111
16443,3.7673
16444,2.6059
16445,1.24207
16446,1.04064
16447,0.726239
16448,0.945237
16449,7.26679
16450,1
16451,0.378512
16452,7.88264
16453,2.40599
16454,0.387023
16455,1.59282
16456,0.874469
16457,2.27866
16458,6.52095
16459,3.63227
16460,3.04103
16461,0.832273
16462,4.18982
16463,5.08746
16464,0.263034
16465,2.2935
16466,0.00391505
16467,0.155754
16468,0.393772
16469,3.61743
16470,5.92892
16471,3
16472,2.32193
16473,2.52356
16474,1.73207
16475,0.263034
16476,1.84022
16477,1.85148
16478,3.54432
16479,5.76818
16480,3.16993
16481,1.80735
16482,0.192645
16483,0.619969
16484,2.90951
16485,0.751763
16486,5.26083
16487,1.12433
16488,0.453718
16489,0.0458037
16490,0.142294
16491,1.35133
16492,4.2571
16493,1.22842
16494,1.922
16495,1.45943
16496,1.49014
16497,4.03797
16498,1.39759
16499,0.945237
16500,1.75899
16501,6.40429
16502,1.20282
16503,1.19745
16504,0.22741
16505,5.24793
16506,1.03477
16507,2.60543
16508,0.567685
16509,2.80735
16510,1.07595
16511,4.85798
16512,2
16513,0.70044
16514,4.77259
16515,2.5025
16516,1.36257
16517,0.357157
16518,0.321928
16519,1.18322
16520,4.34136
16521,1.02401
16522,1.85854
16523,0.168123
16524,0.397563
16525,3.9979
16526,1.01815
16527,1.922
16528,1.45943
16529,1.49014
16530,4.03797
16531,1.39759
16532,0.945237
16533,1.75899
16534,4.11151
16535,0.869468
16536,1.30968
16537,3.62882
16538,1.95936
16539,2.75055
16540,2.41343
16541,5.09162
16542,1.20282
16543,4.10434
16544,0.584963
16545,4.27302
16546,3.16993
16547,1.87447
16548,3.32193
16549,1.58496
16550,0.584963
16551,4.08746
16552,3.0199
16553,2.11548
16554,3.73831
16555,0.965235
16556,0.328623
16557,0.183514
16558,0.945237
16559,1.75899
16560,4.40429
16561,1.32549
16562,1.9254
16563,5.18322
16564,2.45438
16565,2.6746
16566,0.839535
16567,1.85704
16568,3.53605
16569,1.01902
16570,0.885468
16571,6.53225
16572,0.910733
16573,0.100694
16574,2.37197
16575,5.2854
16576,2.58496
16577,2
16578,0.736966
16579,1.32193
16580,2.34792
16581,2.37662
16582,3.95087
16583,2.65572
16584,2.24626
16585,1.40599
16586,1.3689
16587,3.77761
16588,3.83237
16589,4.67741
16590,3.24793
16591,1
16592,0.152003
16593,3.03562
16594,2.00836
16595,1.67332
16596,3.96116
16597,0.857607
16598,0.885468
16599,3.35344
16600,6.19749
16601,3.02554
16602,0.514573
16603,0.874469
16604,0.807355
16605,3.29684
16606,1.76155
16607,2.12477
16608,4.22005
16609,1
16610,5.71425
16611,3.45943
16612,6.16993
16613,1.82081
16614,0.831557
16615,0.806149
16616,2.90951
16617,0.751763
16618,4.64111
16619,2.01381
16620,0.825832
16621,2.64118
16622,1.19015
16623,2.50171
16624,5.7252
16625,2.07039
16626,3.822
16627,0.125531
16628,0.696471
16629,1.81003
16630,4.3473
16631,3.22081
16632,4.17356
16633,0.559427
16634,1.08746
16635,3.43348
16636,1.15582
16637,7.59412
16638,2.40439
16639,2.86507
16640,1.82597
16641,3.61143
16642,0.746714
16643,3.27053
16644,2.36257
16645,4.52558
16646,3.14684
16647,2.57154
16648,5.18982
16649,2.09516
16650,2.2854
16651,6.50779
16652,1
16653,1.12928
16654,1.19265
16655,3.33539
16656,1.68806
16657,1.77479
16658,5.90207
16659,1.23447
16660,3.87447
16661,0.222392
16662,1.32193
16663,1.91886
16664,1.13362
16665,3.08215
16666,1.08076
16667,4.49726
16668,2.70771
16669,6.76487
16670,0.584963
16671,2.58496
16672,4.70044
16673,0.959358
16674,3.81014
16675,5.12928
16676,2.16993
16677,1.32193
16678,0.36257
16679,0.572579
16680,0.29956
16681,6.06609
16682,1.08746
16683,5.26083
16684,1.12433
16685,0.453718
16686,0.0458037
16687,0.142294
16688,1.35133
16689,3.23541
16690,3.00177
16691,5.49985
16692,3.93546
16693,2.51785
16694,0.678072
16695,1.36678
16696,3.09472
16697,2.01381
16698,0.825832
16699,3.92539
16700,2.60486
16701,0.807355
16702,1.922
16703,3.8314
16704,2.70044
16705,0.415037
16706,2
16707,1.82597
16708,4.1964
16709,4.75489
16710,0.584963
16711,0.0857299
16712,3.4458
16713,1.20163
16714,0.831557
16715,0.806149
16716,2.82051
16717,1.73755
16718,3.86507
16719,0.968598
16720,2.65208
16721,5.08746
16722,0.263034
16723,3.65105
16724,1.24874
16725,4.64111
16726,2.54025
16727,0.883082
16728,6.92125
16729,0.736966
16730,2.32193
16731,1.35364
16732,2.45291
16733,0.451585
16734,3.21715
16735,1.60586
16736,3.36084
16737,1.91754
16738,0.699421
16739,1.71114
16740,1.09354
16741,1.17852
16742,3.21842
16743,4.15796
16744,1.73835
16745,0.310788
16746,1.57531
16747,0.901596
16748,4.37573
16749,2.71621
16750,0.311944
16751,2.89812
16752,3.1375
16753,1.75933
16754,5.07584
16755,0.928447
16756,1.36257
16757,2.36257
16758,0.591915
16759,3.54344
16760,1.82081
16761,0.831557
16762,0.806149
16763,4.76013
16764,5.52007
16765,1.05135
16766,0.332575
16767,2.8679
16768,1.80154
16769,6.59246
16770,2.10692
16771,0.0742546
16772,0.237283
16773,2.62803
16774,3.02944
16775,2.55761
16776,1.90689
16777,0.807355
16778,5.72792
16779,1.58496
16780,1.58496
16781,0.662965
16782,3.61738
16783,1.95167
16784,0.935727
16785,0.422172
16786,4.06828
16787,1.18286
16788,1.47468
16789,1.22081
16790,4.98963
16791,0.291766
16792,0.507484
16793,1.76553
16794,4.83422
16795,1.12873
16796,2.99125
16797,1.68281
16798,0.518467
16799,3.53092
16800,2.28379
16801,2.51525
16802,1.13572
16803,0.885468
16804,6.11721
16805,3.66297
16806,0.530515
16807,1.87447
16808,0.736966
16809,3.88264
16810,4.7879
16811,5.16993
16812,3.45943
16813,2.58496
16814,1.58496
16815,1.58496
16816,1.58496
16817,2.80735
16818,1.08746
16819,1.85854
16820,0.168123
16821,0.397563
16822,5.61681
16823,1.93587
16824,0.0742546
16825,0.237283
16826,2.62803
16827,3.02944
16828,2.55761
16829,2.52838
16830,4.75489
16831,1.90689
16832,1.93441
16833,1.48081
16834,0.572579
16835,2.8625
16836,0.378512
16837,2.20511
16838,0.00391505
16839,0.155754
16840,0.393772
16841,5.10413
16842,1.72767
16843,1.63294
16844,2.11548
16845,2.83361
16846,1.28011
16847,2.13707
16848,2.83748
16849,1.09257
16850,0.636037
16851,5.65344
16852,2.32193
16853,0.180572
16854,4.55897
16855,3.37197
16856,2.654
16857,0.304855
16858,2.73697
16859,1.32193
16860,1.15863
16861,3.30812
16862,1.01081
16863,0.885468
16864,3.55243
16865,3.07343
16866,1.64677
16867,1.02697
16868,6.18982
16869,1.77259
16870,0.678072
16871,2.52356
16872,0.0660892
16873,3.66676
16874,3.63807
16875,2.0494
16876,5.21432
16877,0.567685
16878,3.64866
16879,1.6845
16880,0.400213
16881,1.18322
16882,3.09472
16883,7.39232
16884,0.169925
16885,4.10236
16886,5.67243
16887,1.58496
16888,1.58496
16889,0.0888093
16890,0.313815
16891,1.13362
16892,4.83422
16893,1.81839
16894,1.63294
16895,2.11548
16896,3.64097
16897,0.733354
16898,1.23087
16899,3.64307
16900,0.869468
16901,1.922
16902,3.8314
16903,2.47805
16904,0.395929
16905,2.30778
16906,2.06228
16907,1.9419
16908,6.37504
16909,3.56768
16910,1.73697
16911,1.64677
16912,1.02697
16913,3.73039
16914,0.863938
16915,5.83027
16916,0.636037
16917,3.53797
16918,4.08746
16919,1.74846
16920,1.11103
16921,2.70044
16922,1.09311
16923,1.23087
16924,4.54749
16925,2.96782
16926,2.926
16927,3.16534
16928,2.71272
16929,2.32193
16930,0.831303
16931,3.30812
16932,1.01081
16933,0.885468
16934,4.72489
16935,2.49825
16936,0.314873
16937,0.0995357
16938,0.445411
16939,1.63443
16940,2.97888
16941,1.31425
16942,4.00749
16943,0.451989
16944,1.30968
16945,2.29624
16946,0.302361
16947,7.19967
16948,5.44846
16949,5.67243
16950,1.58496
16951,1.58496
16952,2.11548
16953,0.704544
16954,0.935727
16955,3.30073
16956,0.0280144
16957,0.127756
16958,0.393772
16959,3.70251
16960,3.79256
16961,1.05135
16962,0.332575
16963,0.619969
16964,5.10591
16965,0.942667
16966,5.23742
16967,3.45943
16968,2.8413
16969,3.12631
16970,2.41343
16971,4.57422
16972,3.79256
16973,1.05135
16974,0.332575
16975,0.619969
16976,4.99043
16977,1.29228
16978,4.68257
16979,0.49304
16980,3.53797
16981,4.08746
16982,3.5502
16983,0.807355
16984,3.5025
16985,1.361
16986,1.80735
16987,0.111031
16988,0.127379
16989,0.600904
16990,1.18322
16991,3.71621
16992,1.78872
16993,3.78971
16994,1.82782
16995,3.16993
16996,2.08573
16997,4.80392
16998,0.0124909
16999,0.155754
17000,0.393772
17001,5.27405
17002,1.77998
17003,0.0742546
17004,0.237283
17005,2.62803
17006,9.62936
17007,1.58496
17008,1.58496
17009,0.289507
17010,1.59484
17011,1.19015
17012,1.87685
17013,3.63921
17014,2.68946
17015,2.7881
17016,0.716467
17017,4.45943
17018,1.98332
17019,0.699421
17020,1.71114
17021,1.09354
17022,2.45089
17023,0.941732
17024,3.31159
17025,3.11746
17026,1.73835
17027,0.310788
17028,1.31228
17029,0.318682
17030,3.38645
17031,1.01081
17032,0.885468
17033,5.34462
17034,0.0141442
17035,0.155754
17036,0.393772
17037,7.05166
17038,2.40439
17039,0.387023
17040,6.52356
17041,0.180572
17042,1.95195
17043,1.81629
17044,2.95217
17045,0.103093
17046,3.0681
17047,0.733485
17048,1.03332
17049,0.831557
17050,0.806149
17051,4.56159
17052,1.22842
17053,5.30743
17054,0.106915
17055,1.91146
17056,0.184425
17057,5.5429
17058,0.607261
17059,2.71768
17060,0.726982
17061,0.853159
17062,0.376854
17063,0.366428
17064,1.28379
17065,1.17688
17066,3.93327
17067,1.92034
17068,2.24626
17069,2.61244
17070,3.83838
17071,0.184425
17072,4.2384
17073,0.241008
17074,1.95195
17075,2.94753
17076,2.97982
17077,3.45943
17078,3.16993
17079,1.58496
17080,1.58496
17081,0.63743
17082,2.18521
17083,1.36773
17084,0.543142
17085,0.509195
17086,0.882123
17087,4.11721
17088,0.790182
17089,4.81103
17090,2.65136
17091,1.27302
17092,1
17093,3.22239
17094,0.777608
17095,1.10962
17096,2.65167
17097,1.82397
17098,6.29462
17099,1.361
17100,1.80735
17101,0.111031
17102,0.127379
17103,0.600904
17104,7.09011
17105,1.58496
17106,0.353637
17107,0.828145
17108,6.51307
17109,0.485427
17110,5.43962
17111,0.241008
17112,2.20511
17113,0.00391505
17114,0.155754
17115,0.393772
17116,2.80373
17117,1.60586
17118,4.52558
17119,4.21723
17120,0.192645
17121,0.192645
17122,2.2854
17123,1.64981
17124,2.79751
17125,1.98765
17126,2.81502
17127,1.93289
17128,1.10434
17129,1.48543
17130,1.76553
17131,6.17526
17132,2
17133,1.19745
17134,0.22741
17135,3.22687
17136,3.52057
17137,1.90828
17138,1.848
17139,1.93289
17140,4.67243
17141,2.90689
17142,3.32193
17143,1.58496
17144,3.58496
17145,2.11548
17146,2.35755
17147,0.125531
17148,4.24793
17149,2
17150,2
17151,1.58496
17152,0.0660892
17153,5.98868
17154,1.11548
17155,2.37851
17156,2.32193
17157,0.846377
17158,1.92866
17159,2.32193
17160,4.92811
17161,4.02975
17162,0.72792
17163,0.0888093
17164,0.0955777
17165,0.95109
17166,1.83202
17167,4.81762
17168,0.630766
17169,7.30073
17170,1.63743
17171,4.48678
17172,1.52838
17173,8.48784
17174,3.58496
17175,3
